town,articles,deaths_min,bureau_id,lat,target,deaths,country,deaths_max,number,children,tweet_id,lon,location,civilians,date,bij_summary_short,_id,bij_link,injuries,names
Marib,[],6,YEM001,15.47467,,6,Yemen,6,1,,278544689483890700,45.322755,Marib Province,0,2002-11-03T00:00:00.000Z,"In the first known US targeted assassination using a drone, a CIA Predator struck a car killing six al Qaeda suspects.",52093bd98d8b4098c503823e,http://www.thebureauinvestigates.com/2012/03/29/yemen-reported-us-covert-actions-since-2001/,,"[u'Qa\u2019id Salim Sinan al-Harithi, Abu Ahmad al-Hijazi, Salih Hussain Ali al-Nunu, Awsan Ahmad al-Tarihi, Munir Ahmad Abdallah al-Sauda, Adil Nasir al-Sauda\u2019']"
Wana,[],6,B1,32.305125653338,Nek Mohammed,6-8,Pakistan,8,2,2,278544750867533824,69.576244354248,South Waziristan,2,2004-06-17T00:00:00.000Z,"First known drone strike in Pakistan kills at least six, including infamous Taliban leader Nek Mohammad and two children. Wana, South Waziristan.",52093bd98d8b4098c503823f,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,1,"[u'Nek Mohammad, Fakhar Zaman, Azmat Khan, Marez Khan, Shahrukh Khan, Leetak, Sher Zaman Ashrafkhel']"
Toorikhel,[],2,B2,32.9867798933878,Haitham al-Yemeni,2,Pakistan,2,3,,278544812255367168,70.2608299255371,North Waziristan,,2005-05-08T00:00:00.000Z,"Two killed, including Haitham al-Yemeni an al Qaeda explosives expert, near Mir Ali, North Waziristan.",52093bd98d8b4098c5038240,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,"[u'Haitham al-Yemeni, Samiullah Khan']"
Mosaki,[],8,B3,32.9998819118971,Abu Hamza Rabia,8,Pakistan,8,4,3,278544854483628032,70.3408241271973,North Waziristan,3-8,2005-11-05T00:00:00.000Z,"Failed strike against Abu Hamza Rabia (""al Qaeda’s Number 3"") kills eight including three children.",52093bd98d8b4098c5038241,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,1,[u'']
Haisori,[],5,B4,33.0086634945756,Abu Hamza Rabia,5,Pakistan,5,5,2,278544895789133825,70.0419616699219,North Waziristan,2,2005-12-01T00:00:00.000Z,"Syrian Abu Hamza Rabia, the senior al Qaeda operative targeted in B3, was killed with two other foreign militants and two boys, aged eight and 17.",52093bd98d8b4098c5038242,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,"[u'Abu Hamza Rabia, Suleiman al-Moghrabi, Amer Azizi, Noor Aziz, Abdul Wasit']"
Saidgai,[],8,B5,33.0949931077681,,8,Pakistan,8,6,1,278544937409200129,70.0591278076172,North Waziristan,3-4,2006-01-06T00:00:00.000Z,"An attack on an unnamed alleged al Qaeda official left eight killed, including two women and at least one child.",52093bd98d8b4098c5038243,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,9,[u'']
Damadola,[],13,B6,34.8154945317283,Ayman al-Zawahiri; Abu Khabab al-Masri; Abd Rahman al-Masri al-Maghribi; Abu Ubeidah al-Masri; Marwan al-Suri; Khalid Habib; Abdul Hadi al-Iraqi,13-22,Pakistan,22,7,5,278545016044011520,71.4969635009766,Bajaur Agency,10-18,2006-01-13T00:00:00.000Z,"A strike targeted a possible militant commanders' meeting. But main target Ayman al Zawahiri was absent. Up to 22 people died, most or all civilians, including at least five children.",52093bd98d8b4098c5038244,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,[u'']
Chenegai,[],81,B7,34.8363499907639,Maulvi Liaqat,81-83,Pakistan,83,8,69,278545055214612482,71.4921569824219,Bajaur Agency,80-82,2006-10-30T00:00:00.000Z,"An attack on a madrassa (allegedly a ""Taliban training camp"") killed 81-83, including at least 69 children.",52093bda8d8b4098c5038245,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,3,"[u'Maulvi Liaqat, Mohammad Tahir (16), Maulvi Khaleefa, Azizul Wahab (15), Fazal Wahab (16), Ziauddin (16), Mohammad Yunus (16), Fazal Hakim (19), Ilyas (13), Sohail (07), Asadullah (09), Shoaib (08), Khalilullah (09), Noor Mohammad (08), Khalid (12), Saifullah (09), Razi Mohammad (16), Mashooq Jan (15), Nawab (17), Sultanat Khan (16), Mohammad Yaas Khan (16), Qari Alamzeb (14), Ghulam Nabi (21), Ziaur Rahman (17), Abdullah (18), Ikramullah (17), Inayatur Rahman (16), Shahbuddin (15), Yahya Khan (16), Rahatullah, (17), Khan (21), Mohammad Salim (11), Shahjehan (15), Gul Sher Khan (15), Bakht Muneer (14), Numair (14), Mashooq Khan (16), Ihsanullah (16), Luqman (12), Salman (16), Jannatullah (13), Ismail (12), Taseel Khan (18), Zaheeruddin (16), Qari Ishaq (19), Jamshed Khan (14), Alam Nabi (11), Qari Abdul Karim (19), Rahmatullah (14), Abdus Samad (17), Siraj (16), Saeedullah (17), Abdul Waris (16), Darvesh (13), Ameer Said (15), Shaukat (14), Inayatur Rahman (17), Ziaur Rahman (13), Noor Mohammad (15), Naeemullah (17),        Hizbullah (10), Kitab Gul (12), Wilayat Khan (11), Zabihullah (16), Shehzad Gul (11), Shabir (15), Qari Sharifullah (17), Shafiullah (16), Nimatullah (14), Shakirullah (16), Talha (08), Jamroz Khan, Fazal Wahab (18), Rahman (13), Wali-ur-Rahman (17), Iftikhar (17), Inayatullah (15), Adnan (16), Najibullah (13)']"
Zamazola,[],8,B8,32.835750632956,,8,Pakistan,8,9,0-1,278545097790980096,69.5558166503906,South Waziristan,8,2007-01-16T00:00:00.000Z,"Initial claims of 30 Taliban killed were lowered to eight deaths, who villagers insist were all innocent woodcutters.",52093bda8d8b4098c5038246,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,"[u'Katoor Khan, Taj Alam']"
Saidgai,[],3,B9,33.0949931077681,Maulvi Noor Mohammed,3-4,Pakistan,4,10,,278545157916356608,70.0591278076172,North Waziristan,4,2007-04-27T00:00:00.000Z,"Attack on a house and madrassa killed 3-4, reportedly all named civilians.",52093bda8d8b4098c5038247,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,9,[u'']
Mami Rogha,[],20,B10,32.9887957151496,,20-34,Pakistan,34,11,Possibly,278545199360245760,70.2874374389648,North Waziristan,0-34,2007-06-19T00:00:00.000Z,"20-34 killed in attack on a madrassa, including ‘foreigners’. All killed could have been civilians and one report said children were among the dead.",52093bda8d8b4098c5038248,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,15,[u'']
Danda Darpakhel,[],5,B11,33.0201789991636,Jalalludin Haqqani,5-10,Pakistan,10,12,,278545281103052800,70.0728607177734,North Waziristan,,2007-11-02T00:00:00.000Z,CIA drone strike kills 5-10 alleged Haqqani Network militants.,52093bda8d8b4098c5038249,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,12,[u'']
Jani Khel,[],0,B12,32.8028590161419,Shaykh Issa al-Masri,Unknown,Pakistan,0,13,,278545321959768064,70.4869079589844,Bannu Frontier,,2007-12-03T00:00:00.000Z,"Strike injures Egyptian al Qaeda leader and ideologue Shaykh Issa al-Masri, Details later emerge via leaked US intelligence document. ",52093bda8d8b4098c503824a,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,1,[u'']
Mir Ali,[],12,B13,32.9582654853438,Abu Laith al-Libi,12-15,Pakistan,15,14,3,278545359465238529,70.2410888671875,North Waziristan,4-6,2008-01-29T00:00:00.000Z,"Abu Laith al-Libi, a senior al Qaeda figure, was killed along with 12-15 others.",52093bda8d8b4098c503824b,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,1,[u'']
Azam Warsak,[],8,B14,32.3022237948021,,8-13,Pakistan,13,15,,278545406126850048,69.4054412841797,South Waziristan,0-5,2008-02-28T00:00:00.000Z,"At least 8 killed, including possibly students, in strike on a madrassa.",52093bda8d8b4098c503824c,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,16,[u'']
Dhook Pir Bagh,[],12,B15,32.3080274189479,,12-20,Pakistan,20,16,,278545499399790592,69.4576263427734,South Waziristan,0-4,2008-03-16T00:00:00.000Z,At least 12 alleged militants in an attack on the home of tribal elder Noorullah Wazir.,52093bda8d8b4098c503824d,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,9,[u'']
Damadola,[],12,B16,34.8154945317283,Abu Sulayman al-Jazairi,12-20,Pakistan,20,17,3,278545545218383872,71.4969635009766,Bajaur Agency,4-6,2008-05-14T00:00:00.000Z,"Failed attack on Abu Sulayman al Jazairi, an al Qaeda weapons expert, kills at least 12 in a rare strike outside Waziristan.",52093bda8d8b4098c503824e,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,9,[u'']
Makeen,[],1,B17,32.627809890504,Baitullah Mehsud,1,Pakistan,1,18,,278545584460288000,69.8428344726562,South Waziristan,,2008-06-14T00:00:00.000Z,"One killed in strike on Makeen, South Waziristan.",52093bda8d8b4098c503824f,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,[u'']
Zeralita,[],6,B18,32.2865521531323,Abu Khabab al-Masri,6-12,Pakistan,12,19,3,278545687979900928,69.4322204589844,South Waziristan,1-5,2008-07-28T00:00:00.000Z,"A strike on a seminary killed al Qaeda’s ""chemical weapons team"", one woman and up to three boys.",52093bda8d8b4098c5038250,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,3,[u'']
Bhaggar,[],13,B19,32.3028041739431,Abdul Rehman,13-25,Pakistan,25,20,Possibly,278545723862159360,69.3251037597656,South Waziristan,0-5,2008-08-12T00:00:00.000Z,"At least 13 killed, including two named Taliban. Women and children reported among casualties. Bhagar, South Waziristan.",52093bda8d8b4098c5038251,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,4,[u'']
Zari Noor,[],8,B20,32.2975806278689,,8-12,Pakistan,12,21,,278545762823053313,69.6006202697754,South Waziristan,Unknown,2008-08-20T00:00:00.000Z,8-12 people killed in attack on alleged militant house.,52093bda8d8b4098c5038252,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,5,[u'']
Ganki Khel,[],0,B21,32.1723754,,0,Pakistan,0,22,,278545805567201280,69.33147601,South Waziristan,0,2008-08-27T00:00:00.000Z,Attack on al Qaeda-associated meeting killed none but injured four.,52093bda8d8b4098c5038253,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,4,[u'']
Korzai,[],4,B22,32.3219546002006,,4-5,Pakistan,5,23,,278545843206909952,69.5207977294922,South Waziristan,,2008-08-30T00:00:00.000Z,"Five killed including two Arab-Canadians. Korzai, South Waziristan.",52093bda8d8b4098c5038254,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,4,[u'']
Miranshah,[],6,B23,33.0020413985261,,6-8,Pakistan,8,24,Yes,278545880926265344,70.0608444213867,North Waziristan,2,2008-08-30T00:00:00.000Z,"Woman and child killed along with four suspected militants, including two ‘commanders’. Ghundi, North Waziristan.",52093bda8d8b4098c5038255,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,8,[u'']
Unknown,[],4,B24,32.9867798933878,Abu Wafa al-Saudi,4-10,Pakistan,10,25,,278545915269230592,70.2608299255371,North Waziristan,,2008-09-02T00:00:00.000Z,Attack in unknown location kills 4-10 alleged al Qaeda militants.,52093bda8d8b4098c5038256,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,[u'']
Mohammad Khel,[],5,B25,32.9971464862877,Abu Wafa al-Saudi,5-7,Pakistan,7,26,,278545956255956992,69.726448059082,North Waziristan,,2008-09-04T00:00:00.000Z,"Named al Qaeda militant killed along with 4-6 others. Momadkhel, North Waziristan.",52093bda8d8b4098c5038257,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,4,[u'']
Gurwak,[],5,B26,33.0386006781382,,5-12,Pakistan,12,27,4,278545991664279552,69.5393371582031,North Waziristan,7,2008-09-05T00:00:00.000Z,"Three women and four children killed in attack on two houses in Miranshah, North Waziristan. Five ‘militants’ also reported killed by some sources.",52093bda8d8b4098c5038258,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,[u'']
Miranshah,[],17,B27,33.0020413985261,Jalalludin Haqqani,17-23,Pakistan,23,28,8,278546035700269057,70.0608444213867,North Waziristan,11-14,2008-09-08T00:00:00.000Z,"At least 11 civilians, mostly girls, killed with six others including four named militants.",52093bda8d8b4098c5038259,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,25,[u'']
Tol Khel,[],10,B28,33.0021133805034,Qari Imran,10-15,Pakistan,15,29,,278546070982762496,70.0756072998047,North Waziristan,,2008-09-12T00:00:00.000Z,"10-15 alleged militants killed in Tol Khel, North Waziristan.",52093bda8d8b4098c503825a,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,14,[u'']
Baghar Cheena,[],4,B29,32.5033919813847,,4-7,Pakistan,7,30,,278546105246023681,69.2845916748047,South Waziristan,,2008-09-17T00:00:00.000Z,"4-7 killed including possibly Abu Ubaydh Al Tunisi, identified as a High Value Target in a leaked US intelligence document.",52093bda8d8b4098c503825b,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,3,[u'']
Khushali,[],4,B30,32.9686354261229,,4-8,Pakistan,8,31,,278546136686555136,70.3530120849609,South Waziristan,0-8,2008-09-30T00:00:00.000Z,"4-8 killed, 9 injured in attack on Toorikhel, North Waziristan.",52093bda8d8b4098c503825c,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,9,[u'']
Datta Khel,[],3,B31,33.151242,,3,Pakistan,3,32,1,278546173269254144,70.434707,North Waziristan,3,2008-10-03T00:00:00.000Z,"Two women and a child killed in a strike on two houses in Datta Khel, North Waziristan.",52093bda8d8b4098c503825d,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,5,[u'']
Datta Khel,[],21,B32,33.151242,,21,Pakistan,21,33,3,278546211399667713,70.434707,North Waziristan,7-14,2008-10-03T00:00:00.000Z,"21 killed including a woman and a child. Datta Khel, North Waziristan.",52093bda8d8b4098c503825e,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,[u'']
Tati,[],4,B33,32.9942669992942,Hafiz Sahar Gul,4-9,Pakistan,9,34,3-4,278546249148416000,70.1653861999512,North Waziristan,4-9,2008-10-09T00:00:00.000Z,"4-9 people killed, including women and children.",52093bda8d8b4098c503825f,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,2,[u'']
Miranshah,[],4,B34,33.0020413985261,,4-5,Pakistan,5,35,,278546280647643136,70.0608444213867,North Waziristan,0-5,2008-10-11T00:00:00.000Z,"The house of Rahmat Jahan is attacked killing five and wounding two. Miranshah, North Waziristan.",52093bda8d8b4098c5038260,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,2,[u'']
Taparghai,[],5,B35,32.5413143165948,Khalid Habib,5-9,Pakistan,9,36,,278546312549498880,69.8527908325195,South Waziristan,4,2008-10-16T00:00:00.000Z,"Named al Qaeda leader killed along with 4 militants and 4 civilians. Tapargai, South Waziristan.",52093bda8d8b4098c5038261,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,7,[u'']
Danda Darpakhel,[],7,B36,33.0201789991636,,7-11,Pakistan,11,37,Possibly,278546342681403392,70.0728607177734,North Waziristan,0-7,2008-10-23T00:00:00.000Z,"7-11 killed, possibly including children, in attack on Danda Darpakhel, North Waziristan.",52093bda8d8b4098c5038262,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,11,[u'']
Mandata,[],15,B37,32.5510094429973,Maulvi Nazir,15-20,Pakistan,20,38,0-3,278546374788792320,69.6078300476074,South Waziristan,4-9,2008-10-26T00:00:00.000Z,"Failed strike on Haji Omar kills 15-20, including at least four civilians.",52093bda8d8b4098c5038263,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,2,[u'']
Asori,[],4,B38,32.9758360577372,Abu Jihad al-Masri; Abdur Rehman abu Akash,4-25,Pakistan,25,39,,278546410444578816,70.2690696716309,North Waziristan,0-20,2008-10-31T00:00:00.000Z,"Between 4 and 25 killed, possibly including civilians, in failed attack on al Qaeda targets. Mir Ali, North Waziristan.",52093bda8d8b4098c5038264,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,0,[u'']
Kari Kot,[],4,B39,32.3176025860925,Maulvi Nazir,4-12,Pakistan,12,40,,278546446343610371,69.5005416870117,South Waziristan,,2008-10-31T00:00:00.000Z,Up to 12 killed and Taliban leader Maulvi Nazir among 30 wounded.,52093bda8d8b4098c5038265,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,30,[u'']
Kumsham,[],11,B40,32.7439699520496,Hafiz Gul Bahadar,11-16,Pakistan,16,41,,278546482364313602,70.0673675537109,North Waziristan,6,2008-11-07T00:00:00.000Z,"Up to 16 killed, including ‘Westerners and US citizens’. Kumsham, Miramshah, North Waziristan.",52093bda8d8b4098c5038266,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,17,[u'']
Garyom,[],11,B41,32.7028111007332,Hakimullah Mehsud; Baitullah Mehsud,11-13,Pakistan,13,42,Yes,278546510952673280,69.8687553405762,North Waziristan,3-11,2008-11-14T00:00:00.000Z,"11-13 killed including at least three civilians. Garyom, North Waziristan.",52093bda8d8b4098c5038267,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,2,[u'']
Jani Khel,[],4,B42,32.8028590161419,Abdullah Azzam al-Saudi,4-6,Pakistan,6,43,,278546543869566976,70.4869079589844,Bannu Frontier,,2008-11-19T00:00:00.000Z,Al Qaeda operative Abdullah Azzam al Saudi killed with up to five others in attack outside FATA which causes uproar.,52093bda8d8b4098c5038268,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,7,[u'']
Ali Khel,[],4,B43,32.9801561549101,Zubair al-Masri,4-6,Pakistan,6,44,,278546582121615361,70.0653076171875,North Waziristan,,2008-11-22T00:00:00.000Z,"Two named militants and up to four others killed in Ali Khel, Miranshah, North Waziristan.",52093bda8d8b4098c5038269,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,6,[u'']
Wana,[],5,B44,32.3051256533381,,5,Pakistan,5,45,,278546660429283328,69.576244354248,South Waziristan,,2008-11-27T00:00:00.000Z,Drone strike destroys vehicle killing five alleged Pakistan Taliban.,52093bda8d8b4098c503826a,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,[u'']
Chashma,[],2,B45,32.9864919150923,,2-3,Pakistan,3,46,Possibly,278546693165834240,70.0460815429688,North Waziristan,0-3,2008-11-29T00:00:00.000Z,"Two or three killed, possibly all civilians. Chashma, Miranshah, North Waziristan.",52093bda8d8b4098c503826b,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,3,[u'']
Kateera,[],3,B46,32.59125977,,3-4,Pakistan,4,47,,278546734169333761,70.15396057,North Waziristan,,2008-12-05T00:00:00.000Z,"3-4 alleged Taliban killed in Kateera, Mir Ali, North Waziristan.",52093bda8d8b4098c503826c,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,2,[u'']
Azam Warsak,[],6,B47,32.3022237948021,,6-7,Pakistan,7,48,,278546769334386688,69.4054412841797,South Waziristan,0-7,2008-12-11T00:00:00.000Z,"Six or seven killed, either some ‘foreigners’ or all civilians, Azam Warzak, South Waziristan.",52093bda8d8b4098c503826d,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,,[u'']
Tapi Tool,[],2,B48,32.9795801541656,,2-3,Pakistan,3,49,,278546919876358144,70.0859069824219,North Waziristan,0-2,2008-12-15T00:00:00.000Z,"At least two killed in Tapi Tool, Miran Shah, North Waziristan.",52093bda8d8b4098c503826e,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,3,[u'']
Kari Kot,[],3,B49,32.3176025860925,Maulvi Nazir,3,Pakistan,3,50,,278546957289529344,69.5005416870117,South Waziristan,,2008-12-22T00:00:00.000Z,"Three killed in attack on a truck in Kari Kot, Wana, South Waziristan.",52093bda8d8b4098c503826f,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,5,[u'']
Shin Warsak,[],2,B50,32.2933725523778,Maulvi Nazir,2-4,Pakistan,4,51,,278547000440549377,69.4972801208496,South Waziristan,,2008-12-22T00:00:00.000Z,"At least two killed in attack on truck in Shin Warzak, Wana, South Waziristan.",52093bda8d8b4098c5038270,http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/,4,[u'']
Kari Kot,[],3,B51,32.3176025860925,,3-5,Pakistan,5,52,,278547122054369280,69.5005416870117,South Waziristan,,2009-01-01T00:00:00.000Z,"Two named al Qaeda militants and up to thee other people killed in strike on vehicle, Kari Kot, Wana, South Waziristan.",52093bda8d8b4098c5038271,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,2,[u'']
Madin Village,[],3,B52,32.5398671930109,Baitullah Mehsud,3-4,Pakistan,4,53,,278547164349739008,69.8819732666016,South Waziristan,,2009-01-02T00:00:00.000Z,"Three to four killed in last strike of Bush presidency.  Madin, South Waziristan.",52093bda8d8b4098c5038272,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,5,[u'']
Zharki,[],7,Ob1,32.9534041566393,Baitullah Mehsud ally,7-15,Pakistan,15,54,1,278547217638367233,70.262246131897,North Waziristan,7-11,2009-01-23T00:00:00.000Z,"7 civilians and 4 or more militants reported killed in strike on house in Zharki, Mir Ali,North Waziristan.",52093bda8d8b4098c5038273,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,1,[u'']
Ganki Khel,[],5,Ob2,32.1723754,Maulvi Nazir,5-10,Pakistan,10,55,3,278547253046685696,69.33147601,South Waziristan,5-8,2009-01-23T00:00:00.000Z,"7-11 people killed, including several members of a family killed including at least three children in strike on wrong house in Dilfar, Wana, South Waziristan.",52093bda8d8b4098c5038274,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,,[u'']
Narsi Khel,[],26,Ob3,32.5161310391777,Baitullah Mehsud,26-35,Pakistan,35,56,1,278547289637801986,69.8651504516602,South Waziristan,9,2009-02-14T00:00:00.000Z,"26-35 alleged militants and 8-year old boy killed in strike on house and madrassa in Zangari, South Waziristan.",52093bda8d8b4098c5038275,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,15,[u'']
Sur Pul,[],30,Ob4,33.6803540332456,Bahram Khan Kochi,30-31,Pakistan,31,57,,278547319727726592,70.2936172485352,Kurram Agency,0,2009-02-16T00:00:00.000Z,"30-31 killed in a strike on a camp in Sarpal, Kurram Agency",52093bda8d8b4098c5038276,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,7,[u'']
Sararogha,[],7,Ob5,32.4889135884804,Baitullah Mehsud,7-12,Pakistan,12,58,,278547352896274432,70.0028228759766,South Waziristan,,2009-03-01T00:00:00.000Z,"At least seven killed in an attack on alleged TTP facility in Sararogha, Wana, South Waziristan.",52093bda8d8b4098c5038277,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,3,[u'']
Barjo,[],14,Ob6,33.8019735180659,Baitullah Mehsud,14-25,Pakistan,25,59,,278547387260231680,70.2802276611328,Kurram Agency,Unknown,2009-03-12T00:00:00.000Z,"14-25 killed and 30-50 injured in attack on TTP camp in Barjo, Kurram Agency.",52093bda8d8b4098c5038278,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,50,[u'']
Jani Khel,[],2,Ob7,32.8028590161419,Taj Ali Khan,2-5,Pakistan,5,60,,278547424572755968,70.4869079589844,Bannu Frontier,,2009-03-15T00:00:00.000Z,"2-5 alleged militants killed in Sain Tanga, Janni Khel, Bannu.",52093bda8d8b4098c5038279,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,0,[u'']
Makeen,[],7,Ob8,32.627809890504,Baitullah Mehsud,7-8,Pakistan,8,61,,278547458034913281,69.8428344726562,South Waziristan,,2009-03-25T00:00:00.000Z,"7-8 alleged militants killed in attack on cars and house in Maken, South Waziristan.",52093bda8d8b4098c503827a,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,5,[u'']
Sokhel,[],4,Ob9,32.9666191440746,Abu Kasha,4-5,Pakistan,5,62,,278547490964402176,70.3174781799316,North Waziristan,0-5,2009-03-26T00:00:00.000Z,"4-5 militants or civilians killed in strike on house in Sokhel, Mir Ali, North Waziristan.",52093bda8d8b4098c503827b,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,5,[u'']
Khadezai,[],12,Ob10,33.6699255669571,Hakimullah Mehsud,12-14,Pakistan,14,63,3,278547531351351296,70.9110832214356,Orakzai Agency,5-9,2009-04-01T00:00:00.000Z,"Women and children among 12-14 killed in strike on house in Khadezai, Orakzai Agency.",52093bda8d8b4098c503827c,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,16,[u'']
Datta Khel,[],13,Ob11,33.151242,Tariq Khan,13,Pakistan,13,64,4,278547575194386432,70.434707,North Waziristan,7-13,2009-04-04T00:00:00.000Z,"At least 7 civilians, and possibly all, of 13 killed in strike on house. Datta Khel, Miramshah, North Waziristan.",52093bda8d8b4098c503827d,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,1,[u'']
Ganki Khel,[],4,Ob12,32.1723754,Maulvi Nazir,4,Pakistan,4,65,,278547608111312896,69.33147601,South Waziristan,,2009-04-08T00:00:00.000Z,"Four alleged militants killed and up to five civilians injured in strike on car and shops, Gangi Khel, Wana, South Waziristan.",52093bda8d8b4098c503827e,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,5,[u'']
Ganki Khel,[],0,Ob13,32.1723754,,0-8,Pakistan,8,66,At least 2,278547641837703168,69.33147601,South Waziristan,8,2009-04-19T00:00:00.000Z,"Up to eight civilians including as many as two children killed in Gangi Khel, Wana, South Waziristan.",52093bda8d8b4098c503827f,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,5,[u'']
Kaniguram,[],6,Ob14,32.516999545564,Abu Sulayman al-Jazairi,6-10,Pakistan,10,67,,278547679640965121,69.7832679748535,South Waziristan,0-4,2009-04-29T00:00:00.000Z,"Named al Qaeda leader and 5-9 others, possibly including civilians, killed in Kaniguram, Wana, South Waziristan.",52093bda8d8b4098c5038280,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,4,[u'']
Tabbi Langhar Khel,[],9,Ob15,32.4777636380127,Baitullah Mehsud,9-25,Pakistan,25,68,,278547712885018624,70.0198173522949,South Waziristan,Unknown,2009-05-09T00:00:00.000Z,"9-25 killed, possibly four civilians, in strike in Tabbi Langhar Khel, South Waziristan.",52093bda8d8b4098c5038281,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,7,[u'']
Sara Khwara,[],8,Ob16,32.297870832771,Baitullah Mehsud,8-9,Pakistan,9,69,,278547742568087552,69.3460464477539,South Waziristan,,2009-05-12T00:00:00.000Z,"At least eight alleged militants killed in attack on compound in Sara Khwara, South Waziristan.",52093bda8d8b4098c5038282,http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/,4,[u'']
