town,articles,deaths_min,bureau_id,lat,target,deaths,country,deaths_max,number,children,tweet_id,lon,location,civilians,date,bij_summary_short,_id,bij_link,injuries,names
Khushali,[],2,Ob100,32.96863543,,4-Feb,Pakistan,4,154,,2.79665E+17,70.35301208,North Waziristan,Unknown,2010-06-26T00:00:00.000Z,"2-4 killed in attack on house in Khushali Khel, North Waziristan.",52093bda8d8b4098c50382d7,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,3,[u'']
Tabbi,[],6,Ob101,32.99973794,,6,Pakistan,6,155,,2.79666E+17,70.1902771,North Waziristan,Unknown,2010-06-27T00:00:00.000Z,"Six killed, including possible named Taliban commander, in Tappi Torkhel, North Waziristan.",52093bda8d8b4098c50382d8,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,4,[u'']
Kari Kot,[],7,Ob102,32.31760259,Maulvi Nazir?,10-Jul,Pakistan,10,156,,2.79669E+17,69.50054169,South Waziristan,Unknown,2010-06-29T00:00:00.000Z,"Named militant among 7-10 killed in attack on Karikot, South Waziristan.",52093bda8d8b4098c50382d9,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,4,[u'']
Sheerani,[],10,Ob103,32.994267,,14-Oct,Pakistan,14,157,,2.79672E+17,69.77253914,North Waziristan,7-Apr,2010-07-15T00:00:00.000Z,"10-14 killed, including up to 7 civilians, in attack on house in Sheerani, North Waziristan",52093bda8d8b4098c50382da,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Dwasarak,[],16,Ob104,32.44923085,,16-18,Pakistan,18,158,,2.79675E+17,69.27858353,South Waziristan,Unknown,2010-07-24T00:00:00.000Z,"16-18 alleged militants killed in attack on compound in Dwasarak, South Waziristan.",52093bda8d8b4098c50382db,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,24,[u'']
Shaktoi,[],14,Ob105,32.66539062,,14,Pakistan,14,159,,2.79683E+17,70.16143799,North Waziristan,,2010-07-25T00:00:00.000Z,"14 alleged militants killed in Shaktoi, South Waziristan.",52093bda8d8b4098c50382dc,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,7,[u'']
Tabbi,[],4,Ob106,32.99973794,,7-Apr,Pakistan,7,160,,2.79683E+17,70.1902771,North Waziristan,,2010-07-25T00:00:00.000Z,"Attack kills 4-7 alleged Haqqani militants in Tabbi, North Waziristan.",52093bda8d8b4098c50382dd,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,4,[u'']
Sararogha,[],4,Ob107,32.48891359,,4,Pakistan,4,161,,2.79683E+17,70.00282288,South Waziristan,,2010-07-25T00:00:00.000Z,"Four alleged TTP militants killed in Landikhel, South Waziristan.",52093bda8d8b4098c50382de,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,5,[u'']
Issori,[],14,Ob108,32.98922767,,14,Pakistan,14,162,,2.797E+17,70.29808044,North Waziristan,7,2010-08-14T00:00:00.000Z,"Named Taliban commander killed with 13 others in strike on Issori, North Waziristan.",52093bda8d8b4098c50382df,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,6,[u'']
Qutab Khel,[],4,Ob109,32.98418805,,6-Apr,Pakistan,6,163,,2.79705E+17,70.07663727,North Waziristan,0-4,2010-08-21T00:00:00.000Z,"4-6 killed, possibly including civilians, in attack on car in Kutabkhel, North Waziristan.",52093bda8d8b4098c50382e0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Danda Darpakhel,[],20,Ob110,33.020179,,20,Pakistan,20,164,3,2.7971E+17,70.07286072,North Waziristan,10,2010-08-23T00:00:00.000Z,"20 killed including 10 civilians in strike that supposedly led to change in CIA tactics. Darga Mandi, North Waziristan.",52093bda8d8b4098c50382e1,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,15,[u'']
Darga Mandi,[],5,Ob111,33.04694673,,7-May,Pakistan,7,165,,2.80335E+17,70.02033234,North Waziristan,0-5,2010-08-23T00:00:00.000Z,"5-7 killed in attack on compound in Derga Mandai, North Waziristan.",52093bda8d8b4098c50382e2,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,12,[u'']
Shahidano,[],9,Ob112,33.68092542,,9,Pakistan,9,166,,2.80496E+17,70.41687012,Kurram Agency,,2010-08-27T00:00:00.000Z,Nine alleged militants killed in attack on trucks in Kurram Agency.,52093bda8d8b4098c50382e3,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Badshah Kot,[],0,Ob113,33.47526759,,Unknown,Pakistan,0,167,,2.80507E+17,70.38837433,Kurram Agency,Unknown,2010-08-27T00:00:00.000Z,"A strike destroyed a residential compound. No casualty figures are available. Badshah Kot, Kurram Agency",52093bda8d8b4098c50382e4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Taaloo Ganj,[],3,Ob114,33.68778176,,3,Pakistan,3,168,,2.80507E+17,70.54870605,Kurram Agency,,2010-08-27T00:00:00.000Z,"Three alleged miltants killed in attack on house in Taaloo Ganj, Kurram Agency.",52093bda8d8b4098c50382e5,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Miranshah,[],6,Ob115,33.0020414,,9-Jun,Pakistan,9,169,,2.80727E+17,70.06084442,North Waziristan,,2010-09-03T00:00:00.000Z,"6-9 alleged militants killed in attack on house in Miranshah, North Waziristan.",52093bda8d8b4098c50382e6,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,3,[u'']
Datta Khel,[],2,Ob116,33.151242,,4-Feb,Pakistan,4,170,,2.80727E+17,70.434707,North Waziristan,,2010-09-03T00:00:00.000Z,"2-4 killed in strike in Datta Khel, North Waziristan.",52093bda8d8b4098c50382e7,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Datta Khel,[],8,Ob117,33.151242,,8,Pakistan,8,171,,2.80728E+17,70.434707,North Waziristan,,2010-09-04T00:00:00.000Z,"Eight alleged militants killed in attack on vehicle in Datta Khel, North Waziristan.",52093bda8d8b4098c50382e8,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,12,[u'']
Khar Qamar,[],6,Ob118,32.97266785,,6,Pakistan,6,172,,2.8073E+17,69.71237183,North Waziristan,,2010-09-06T00:00:00.000Z,Six alleged militants were killed in an attack on a car. Khar Qamar area of North Waziristan.,52093bda8d8b4098c50382e9,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Danda Darpakhel,[],10,Ob119,33.020179,,10,Pakistan,10,173,4,2.80735E+17,70.07286072,North Waziristan,4,2010-09-08T00:00:00.000Z,"Four children and 6 alleged militants killed in attack on houses in Danda Darpakhel, North Waziristan.",52093bda8d8b4098c50382ea,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Ambar Shaga,[],4,Ob120,33.00146554,,4,Pakistan,4,174,,2.81252E+17,69.52835083,North Waziristan,0-4,2010-09-08T00:00:00.000Z,"Four alleged militants killed in strike on car in Ambar Shaga, North Waziristan.",52093bda8d8b4098c50382eb,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,1,[u'']
Danda Darpakhel,[],10,Ob121,33.020179,,10,Pakistan,10,175,,2.81252E+17,70.07286072,North Waziristan,,2010-09-08T00:00:00.000Z,"Two named militants, including a Briton and Uzbek, killed with at least eight others in strike on compound in Danda Darpakhel, North Waziristan.",52093bda8d8b4098c50382ec,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,5,[u'']
Miranshah,[],6,Ob122,33.0020414,,6,Pakistan,6,176,,2.81459E+17,70.06084442,North Waziristan,,2010-09-09T00:00:00.000Z,"Six alleged militants killed in attack on house in Miranshah, North Waziristan.",52093bda8d8b4098c50382ed,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,5,[u'']
Newey Adda,[],5,Ob123,32.98706787,,7-May,Pakistan,7,177,,2.8146E+17,69.68730927,North Waziristan,,2010-09-12T00:00:00.000Z,"5-7 alleged militants killed in attack on house in Newey Adda, North Waziristan.",52093bda8d8b4098c50382ee,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Bushnarai,[],11,Ob124,33.01845177,,12-Nov,Pakistan,12,178,,2.81461E+17,69.65503693,North Waziristan,Unknown,2010-09-14T00:00:00.000Z,"11-12 alleged Haqqani militants killed in strike on house in Bushnarai, North Waziristan.",52093bda8d8b4098c50382ef,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,4,[u'']
Qutab Khel,[],4,Ob125,32.98418805,,4,Pakistan,4,179,,2.81462E+17,70.07663727,North Waziristan,,2010-09-14T00:00:00.000Z,"Saifullah Haqqani among four dead when car destroyed in Qutabkhel, North Waziristan.",52093bda8d8b4098c50382f0,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Darga Mandi,[],12,Ob126,33.04694673,,15-Dec,Pakistan,15,180,,2.81468E+17,70.02033234,North Waziristan,5,2010-09-15T00:00:00.000Z,"Up to 15 killed including civilian rescuers in attack on alleged militant compound in Dargha Mandi, North Waziristan.",52093bda8d8b4098c50382f1,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,5,[u'']
Pai Khel,[],5,Ob127,32.97756412,,7-May,Pakistan,7,181,,2.81474E+17,69.64164734,North Waziristan,Unknown,2010-09-15T00:00:00.000Z,"5-7 alleged militants killed in strike on housing compound in Payakhel, North Waziristan.",52093bda8d8b4098c50382f2,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,3,[u'']
Deegan,[],4,Ob128,32.96863543,,9-Apr,Pakistan,9,182,,2.81479E+17,69.70207214,North Waziristan,5,2010-09-19T00:00:00.000Z,"4 alleged Haqqani militants killed and possibly 5 civilians in strike in Deghan, Datta Khel, North Waziristan.",52093bda8d8b4098c50382f3,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Darazinda,[],6,Ob129,33.06651369,,6,Pakistan,6,183,,2.81487E+17,69.70104218,North Waziristan,0-3,2010-09-20T00:00:00.000Z,Six killed including up to three civilians in a a strike on a motorbike and rescuers.,52093bda8d8b4098c50382f4,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Khand Morsak,[],7,Ob130,32.46429497,Maulvi Nazir,8-Jul,Pakistan,8,184,,2.81495E+17,69.29729462,South Waziristan,Unknown,2010-09-21T00:00:00.000Z,"7-8 alleged militants killed in attack on car in Khand Morsak, South Waziristan.",52093bda8d8b4098c50382f5,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,5,[u'']
Azam Warsak,[],16,Ob131,32.30222379,Maulvi Nazir,16,Pakistan,16,185,,2.81495E+17,69.40544128,South Waziristan,,2010-09-21T00:00:00.000Z,"Failed attack on militant leader (possibly at funeral) kills 16 in Azam Warsak, South Waziristan.",52093bda8d8b4098c50382f6,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Azam Warsak,[],8,Ob131c,32.30222379,,8,Pakistan,8,186,,2.81496E+17,69.40544128,South Waziristan,Possible,2010-09-21T00:00:00.000Z,"Two sources claim that up to eight people were killed in a third strike of the day. No further details are known, and the Bureau presently treats this only as a possible strike.",52093bda8d8b4098c50382f7,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Datta Khel,[],4,Ob132,33.151242,,4,Pakistan,4,187,,2.81498E+17,70.434707,North Waziristan,,2010-09-25T00:00:00.000Z,"3 named al Qaeda including a commander among 4 dead in Miranshah, North Waziristan.",52093bda8d8b4098c50382f8,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Lawra Mandi,[],4,Ob133,32.97569205,,4,Pakistan,4,188,,2.81507E+17,69.67065811,North Waziristan,,2010-09-26T00:00:00.000Z,"4 alleged militants killed in attack on truck in Lawra Mandi, Datta Khel.",52093bda8d8b4098c50382f9,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Miranshah,[],3,Ob134,33.0020414,,5-Mar,Pakistan,5,189,,2.81509E+17,70.06084442,North Waziristan,0-5,2010-09-26T00:00:00.000Z,"3-5 killed, possibly civilians, in attack on jeep in Miranshah, North Waziristan.",52093bda8d8b4098c50382fa,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Sheerani,[],2,Ob135,32.994267,,3-Feb,Pakistan,3,190,,2.81511E+17,69.77253914,North Waziristan,0-3,2010-09-26T00:00:00.000Z,"2-3 people killed in attack on vehicle in Sherani, North Waziristan.",52093bda8d8b4098c50382fb,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Khushali,[],3,Ob136,32.96863543,,4-Mar,Pakistan,4,191,,2.81786E+17,70.35301208,North Waziristan,Unknown,2010-09-27T00:00:00.000Z,"3-4 alleged militants killed in strike on house in Khushali Toorikhel, North Waziristan.",52093bda8d8b4098c50382fc,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Zeba,[],4,Ob137,32.4784877,,4,Pakistan,4,192,,2.81787E+17,69.27841187,South Waziristan,Unknown,2010-09-28T00:00:00.000Z,"4 alleged militants killed in attack on house in Zeba, South Waziristan.",52093bda8d8b4098c50382fd,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Asar Village,[],9,Ob138,32.99138742,,10-Sep,Pakistan,10,193,,2.81823E+17,69.63993073,North Waziristan,,2010-10-02T00:00:00.000Z,"At least nine alleged militants killed including (possibly) named TTP commander. Asar, Datta Khel, North Waziristan.",52093bda8d8b4098c50382fe,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,4,[u'']
Inzarkas,[],8,Ob139,32.98764382,,14-Aug,Pakistan,14,194,,2.81825E+17,69.62619781,North Waziristan,0,2010-10-02T00:00:00.000Z,"8-14 people, possibly militants, killed in attack in Inzarkas, North Waziristan.",52093bda8d8b4098c50382ff,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Mir Ali,[],5,Ob140,32.95826549,,9-May,Pakistan,9,195,,2.8183E+17,70.24108887,North Waziristan,0-3,2010-10-04T00:00:00.000Z,"5-9 killed, including a named German-Turk, a named German-Iranian and a named Briton.",52093bda8d8b4098c5038300,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Miranshah,[],5,Ob141,33.0020414,,6-May,Pakistan,6,196,,2.81839E+17,70.06084442,North Waziristan,Unknown,2010-10-06T00:00:00.000Z,"Failed attack on named al Qaeda commander kills 5-6 in Miranshah, North Waziristan.",52093bda8d8b4098c5038301,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,4,[u'']
Hurmuz,[],3,Ob142,32.9684554,,5-Mar,Pakistan,5,197,,2.81839E+17,70.25271893,North Waziristan,Unknown,2010-10-06T00:00:00.000Z,"3-5 alleged militants killed in attack on house in Hurmuz, Mir Ali, North Waziristan.",52093bda8d8b4098c5038302,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Khaisoori,[],4,Ob143,32.974684,,4,Pakistan,4,198,,2.81846E+17,70.26323318,North Waziristan,Unknown,2010-10-07T00:00:00.000Z,"4 alleged militants killed including 1 named al Qaeda operative in Khaisoori, North Waziristan.",52093bda8d8b4098c5038303,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Mohammad Khel,[],4,Ob144,32.99714649,,6-Apr,Pakistan,6,199,,2.82139E+17,69.72644806,North Waziristan,Unknown,2010-10-08T00:00:00.000Z,"4-6 killed in Mohammad Khel, North Waziristan.",52093bda8d8b4098c5038304,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Char Khel,[],5,Ob145,33.01326988,,8-May,Pakistan,8,200,,2.82179E+17,69.85313416,North Waziristan,0-4,2010-10-08T00:00:00.000Z,"5-8 people killed, some possibly civilians, in attack on house in Charkhel, North Waziristan.",52093bda8d8b4098c5038305,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Shiva,[],7,Ob146,32.99052353,,9-Jul,Pakistan,9,201,,2.82179E+17,70.30460358,North Waziristan,0-9,2010-10-10T00:00:00.000Z,"Double strike in vicinity of refugee camp kills 7-9 people. Shiva, Mir Ali, North Waziristan.",52093bda8d8b4098c5038306,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,3,[u'']
Datta Khel,[],11,Ob147,33.151242,,14-Nov,Pakistan,14,202,,2.82249E+17,70.434707,North Waziristan,3,2010-10-13T00:00:00.000Z,"Attack on house and car kills at least 11 including rescuers in Datta Khel, North Waziristan.",52093bda8d8b4098c5038307,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Aziz Khel,[],4,Ob148,32.97065166,,6-Apr,Pakistan,6,203,,2.8257E+17,70.29275894,North Waziristan,Unknown,2010-10-15T00:00:00.000Z,"4-6 alleged militants killed in attack on house in Aziz Khel, North Waziristan.",52093bda8d8b4098c5038308,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,3,[u'']
Machi Khel,[],3,Ob149,32.99628265,,5-Mar,Pakistan,5,204,,2.82571E+17,70.30838013,North Waziristan,0-5,2010-10-15T00:00:00.000Z,"3-5 militants - all possibly civilians - killed in strike on vehicle in Machi Khel, North Waziristan.",52093bda8d8b4098c5038309,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Datta Khel,[],7,Ob150,33.151242,,7,Pakistan,7,205,1,2.82903E+17,70.434707,North Waziristan,At least 1,2010-10-18T00:00:00.000Z,10 year old boy killed with 6 alleged militants in Danda Darpakhel.,52093bda8d8b4098c503830a,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,6,[u'']
Mir Ali,[],4,Ob151,32.95826549,,5-Apr,Pakistan,5,206,,2.83724E+17,70.24108887,North Waziristan,Unknown,2010-10-27T00:00:00.000Z,"4-5 alleged militants killed in attack on house in Spinwam, North Waziristan.",52093bda8d8b4098c503830b,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,1,[u'']
Deegan,[],4,Ob152,32.96863543,,4,Pakistan,4,207,,2.84366E+17,69.70207214,North Waziristan,Unknown,2010-10-27T00:00:00.000Z,"4 alleged militants including westerners killed in Degan, Datta Khel, North Waziristan.",52093bda8d8b4098c503830c,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,1,[u'']
Ismail Khel,[],5,Ob153,32.99455495,,8-May,Pakistan,8,208,,2.84382E+17,69.7338295,North Waziristan,,2010-10-28T00:00:00.000Z,"5-8 alleged militants killed as a body from Ob151 was being moved for a funeral, Ismail Khan, North Waziristan.",52093bda8d8b4098c503830d,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Haider Khel,[],6,Ob154,32.9700756,,6,Pakistan,6,209,,2.84553E+17,70.31078339,North Waziristan,Unknown,2010-11-01T00:00:00.000Z,"6 alleged militants killed in attack on house in Haider Khel, North Waziristan.",52093bda8d8b4098c503830e,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Qutab Khel,[],4,Ob155,32.98418805,,5-Apr,Pakistan,5,210,,2.84681E+17,70.07663727,North Waziristan,Unknown,2010-11-03T00:00:00.000Z,"4-5 alleged militants killed in strike on car in Qutab Khel, North Waziristan.",52093bda8d8b4098c503830f,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Khaso Khel,[],4,Ob156,32.96201033,,5-Apr,Pakistan,5,211,,2.84753E+17,70.33344269,North Waziristan,,2010-11-03T00:00:00.000Z,"4-5 alleged militants killed in strike on car in Khaso Khel, North Waziristan.",52093bda8d8b4098c5038310,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Pai Khel,[],4,Ob157,32.97756412,,5-Apr,Pakistan,5,212,,2.84755E+17,69.64164734,North Waziristan,,2010-11-03T00:00:00.000Z,"4-5 alleged militants killed in attack on car in Datta Khel, North Waziristan.",52093bda8d8b4098c5038311,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Ghulam Khan,[],9,Ob158,33.05615526,,9,Pakistan,9,213,,2.84788E+17,70.0786972,North Waziristan,Unknown,2010-11-07T00:00:00.000Z,"9 alleged militants killed in strike on house and car in Ghulam Khan, North Waziristan.",52093bda8d8b4098c5038312,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Datta Khel,[],4,Ob159,33.151242,,6-Apr,Pakistan,6,214,,2.84807E+17,70.434707,North Waziristan,0-5,2010-11-07T00:00:00.000Z,"4-6 people killed in strike on car in Datta Khel, North Waziristan.",52093bda8d8b4098c5038313,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,1,[u'']
Ghulam Khan,[],5,Ob160,33.05615526,,8-May,Pakistan,8,215,,2.85103E+17,70.0786972,North Waziristan,Unknown,2010-11-11T00:00:00.000Z,"5-8 alleged Taliban killed in strike on house in Ghulam Khan, North Waziristan.",52093bda8d8b4098c5038314,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,5,[u'']
Miranshah,[],4,Ob161,33.0020414,,4,Pakistan,4,216,,2.85132E+17,70.06084442,North Waziristan,0-4,2010-11-13T00:00:00.000Z,"4 civilians or alleged militants killed in car in Miranshah, North Waziristan.",52093bda8d8b4098c5038315,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Ghulam Khan,[],20,Ob162,33.05615526,,20,Pakistan,20,217,Possibly,2.85148E+17,70.0786972,North Waziristan,0-9,2010-11-16T00:00:00.000Z,"20 reported killed, including possibly women and children, in strike in Ghulam Khan, North Waziristan.",52093bda8d8b4098c5038316,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Norak,[],3,Ob163,32.98879572,,4-Mar,Pakistan,4,218,,2.8549E+17,70.32606125,North Waziristan,Unknown,2010-11-19T00:00:00.000Z,"3-4 alleged militants killed in strike on car in Naurak, North Waziristan.",52093bda8d8b4098c5038317,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Khaddi,[],6,Ob164,32.97857214,,9-Jun,Pakistan,9,219,,2.85797E+17,70.28657913,North Waziristan,0-3,2010-11-21T00:00:00.000Z,"6-9 killed including local named militant leader and possibly 3 civilians in Khaddi, North Waziristan.",52093bda8d8b4098c5038318,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Khesoor,[],5,Ob165,33.00348103,,6-May,Pakistan,6,220,,2.85797E+17,70.2725029,North Waziristan,Unknown,2010-11-22T00:00:00.000Z,"5-6 alleged militants killed in strike on car and motorbike in Kaisore, North Waziristan.",52093bda8d8b4098c5038319,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Pir Kelev,[],3,Ob166,32.99210732,,4-Mar,Pakistan,4,221,,2.85806E+17,70.19491196,North Waziristan,3-Jan,2010-11-26T00:00:00.000Z,"3-4 civilians killed in strike on car in Pir Keley, North Waziristan.",52093bda8d8b4098c503831a,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Hassan Khel,[],0,Ob167,32.98462003,,0-4,Pakistan,4,222,,2.87966E+17,70.37618637,North Waziristan,,2010-11-28T00:00:00.000Z,"0-4 alleged militants killed in successful (or failed) strike on car in Hassan Khel, North Waziristan.",52093bda8d8b4098c503831b,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Khushali,[],5,Ob168,32.96863543,,5,Pakistan,5,223,,2.87995E+17,70.35301208,North Waziristan,2,2010-12-06T00:00:00.000Z,"2 alleged militants killed as car destroyed in Khushali, North Waziristan. When survivor flees into nearby shop, drone reportedly destroys store, killing him and 2 shopkeepers.",52093bda8d8b4098c503831c,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,3,[u'']
Unknown,[],2,Ob169,32.98677989,,2,Pakistan,2,224,,2.88362E+17,70.26082993,Unknown,,2010-12-06T00:00:00.000Z,Two people killed in a previously unreported strike revealed by a US official in August 2011.,52093bda8d8b4098c503831d,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Khadar Khel,[],4,Ob170,32.97093969,,4,Pakistan,4,225,,2.88371E+17,70.40039063,North Waziristan,,2010-12-10T00:00:00.000Z,"Two Britons among four alleged militants killed in Khadar Khel, North Waziristan.",52093bda8d8b4098c503831e,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Spalaga,[],3,Ob171,32.86863007,,4-Mar,Pakistan,4,226,,2.88439E+17,70.14118195,North Waziristan,0-4,2010-12-14T00:00:00.000Z,"3-4 alleged militants or villagers killed in Spalga, North Waziristan.",52093bda8d8b4098c503831f,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Tirah Valley,[],7,Ob172,33.00175347,,7,Pakistan,7,227,,2.88596E+17,70.01415253,Khyber Agency,Unknown,2010-12-16T00:00:00.000Z,"Named Taliban commander among 7 aleged militants killed in strike in Tirah valley, Khyber Agency.",52093bda8d8b4098c5038320,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Sandana,[],7,Ob173,33.75117696,,7,Pakistan,7,228,,2.88725E+17,70.75332642,Khyber Agency,Unknown,2010-12-17T00:00:00.000Z,"Strike on cars kills 7 in Sandana, Khyber Agency.",52093bda8d8b4098c5038321,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,11,[u'']
Nakai,[],11,Ob174,33.7845691,,15-Nov,Pakistan,15,229,,2.8873E+17,70.81134796,Khyber Agency,Unknown,2010-12-17T00:00:00.000Z,"11-15 alleged Swat TTP killed in strike on compound, Naqai/ Narai, Khyber Agency.",52093bda8d8b4098c5038322,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Speen Drang,[],32,Ob175,33.79312909,,32,Pakistan,32,230,,2.88742E+17,70.76568604,Khyber Agency,2,2010-12-17T00:00:00.000Z,"4 named commanders among 30 alleged militants killed. Two civilians also died, in  Speen Drang, Khyber Agency.",52093bda8d8b4098c5038323,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Shera Tala,[],18,Ob176,32.95653704,,18-22,Pakistan,22,231,,2.88797E+17,70.37910461,North Waziristan,Unknown,2010-12-27T00:00:00.000Z,"5 local named commanders among 18-22 alleged militants killed near Mir Ali, North Waziristan.",52093bda8d8b4098c5038324,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Machi Khel,[],4,Ob177,32.99628265,,4,Pakistan,4,232,,2.88803E+17,70.30838013,North Waziristan,0-4,2010-12-27T00:00:00.000Z,"4 people killed, status unknown, in strike on vehicle in Machi Khel, North Waziristan.",52093bda8d8b4098c5038325,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,,[u'']
Ghulam Khan,[],5,Ob178,33.05615526,,6-May,Pakistan,6,233,,2.89064E+17,70.0786972,North Waziristan,Unknown,2010-12-28T00:00:00.000Z,"5-6 alleged militants killed in Ghulam Khan, North Waziristan.",52093bda8d8b4098c5038326,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,2,[u'']
Ghulam Khan,[],5,Ob179,33.05615526,,12-May,Pakistan,12,234,,2.89069E+17,70.0786972,North Waziristan,2,2010-12-28T00:00:00.000Z,"5-12 rescuers, including 2-4 civilians, killed when drones strike again.  Ghulam Khan, North Waziristan.",52093bda8d8b4098c5038327,http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/,3,[u'']
